GemName,carat,cut,clarity,depth,table,x,y,z,Lab_L,Lab_a,Lab_b,XYZ_X,XYZ_Y,XYZ_Z,Wavelength,Reflectance,Color
Amethyst,1.86,Good,SI1,61.4,58.4,4.25,8.55,2.63,76.02,4.62,0.52,0.562,0.469,0.471,600,0.63,Violet
Ruby,0.41,Good,SI2,59.92,64.65,9.5,3.41,3.7,60.61,4.01,-0.16,0.199,0.13,0.406,450,0.53,Green
Emerald,3.65,Premium,VS2,60.14,58.29,6.1,7,4.56,77.94,1.95,1.85,0.107,0.266,0.221,600,0.39,LightYellow
Diamond,4.77,Very Good,IF,61.04,60.14,8.5,9.25,3.92,75.04,2.33,0.38,0.29,0.404,0.51,400,0.62,Violet
Diamond,,Fair,VVS2,63.73,59.54,7.45,5.61,5.46,75.93,2.72,-0.84,0.505,0.544,0.574,700,0.57,FaintYellow
Ruby,0.62,Good,SI1,56.46,61.1,7.55,4.34,4.41,70.73,2.56,3.47,0.114,0.259,0.445,650,0.62,Red
Sapphire,2.48,Premium,VVS2,61,55.82,6.08,3.48,5.97,73.9,3.46,2.95,0.519,0.354,0.311,650,0.42,Blue
Topaz,4.31,Premium,VVS1,58.22,60.19,5.76,9.58,4.67,72.84,3.89,3.13,0.213,0.418,0.496,450,0.49,Green
Sapphire,2.85,Good,VVS1,60.71,52.7,4.13,3.03,4.67,76.26,4.6,-4.09,0.457,0.182,0.377,400,0.37,FaintYellow
Topaz,0.42,Ideal,SI1,60.18,64.83,3.5,8.54,4.97,74.09,1.7,-3.51,0.328,0.33,0.114,,0.49,Green
Topaz,4.88,Premium,SI1,55.3,52.22,9.5,4.85,4.71,70.06,2.46,-3,0.155,0.415,0.427,550,0.69,White
Ruby,4.18,Fair,SI1,60.82,65.7,9.56,4.7,4.75,61.7,4,4.1,0.325,0.161,0.48,700,0.52,FaintYellow
Emerald,0.83,Fair,SI2,62.09,66.51,7.49,4.1,4.02,79.88,3.78,-1.38,0.221,0.201,0.245,650,0.38,LightYellow
Topaz,4.62,Ideal,SI2,57.46,50.38,5.72,4.36,2.41,67.04,4.59,1.55,0.245,0.146,0.249,650,0.38,Blue
Emerald,2.36,Premium,VS2,56.07,66.62,3.18,6.6,3.66,75.21,3.84,-4.58,0.499,0.406,0.265,400,0.32,Red
,1.99,Ideal,SI1,57.12,62.96,6.13,9.13,5.46,72.22,1.46,2.33,0.529,0.526,0.44,500,0.46,Blue
Diamond,2.41,Premium,SI2,61.36,51.94,7.61,5.57,2.17,79.56,3.88,2.63,0.386,0.307,0.212,400,0.41,Violet
Topaz,4.21,Premium,VVS2,59.69,69.96,5.1,8.22,5.11,79.28,1.12,,0.537,0.386,0.455,450,0.43,White
Diamond,3.37,Ideal,VVS1,63.65,62.31,5.4,4.73,6.41,68.69,3.25,-4.57,0.442,0.571,0.157,450,0.57,FaintYellow
Diamond,,Very Good,VVS1,57.85,58.02,6.31,9.33,3.96,77.04,,-4.02,0.233,0.58,0.357,550,0.55,White
Amethyst,4.8,Good,SI2,58.65,67.7,6.46,9.4,2.96,62.41,4.3,2.43,0.527,0.39,0.478,450,0.68,Blue
Ruby,0.91,Good,SI1,60.28,50.83,8.2,3.76,2.1,64.23,3.4,1.27,0.159,0.405,0.434,450,0.45,FaintYellow
Amethyst,3.78,Good,VS1,59.6,64.35,6.5,8.87,5.85,71.47,3.54,-1.36,0.32,0.364,0.412,650,0.64,FaintYellow
Topaz,3.25,Ideal,SI2,60.48,52.87,8.92,7.91,2.66,,1.61,0.54,0.308,0.267,0.466,400,0.66,FaintYellow
Diamond,1.1,Premium,IF,58.12,61.05,6.38,5.76,2.19,62.38,1.25,-4.96,0.365,0.196,0.161,500,0.42,White
Amethyst,1.02,Premium,SI1,56.67,51.92,3.22,8.84,4.18,64.06,1.41,-0.69,0.473,0.311,0.365,400,0.43,White
Topaz,4.38,Fair,VS2,63.03,63.58,3.99,9.32,3.72,66.65,1.92,-3.33,0.162,0.582,0.512,400,0.68,White
Sapphire,2.21,Premium,IF,55.39,59.3,8.03,6.47,6.32,79.65,2.79,4.66,0.458,0.345,0.319,550,0.46,Red
Topaz,3.34,Very Good,IF,58.7,50.13,6.16,6.56,4.08,61.76,2.57,-1.83,0.331,0.284,0.215,400,0.68,Red
Ruby,2.62,Good,SI1,55.87,51.43,6.23,7.93,5.76,61.71,2.21,2.97,0.234,0.428,0.146,450,0.42,Red
Amethyst,3.69,Very Good,VS2,62.36,64.06,9.85,4.71,6.19,60.88,4.55,-3.73,0.504,0.399,0.522,650,0.65,LightYellow
Diamond,2.5,Good,SI2,58.66,57.99,7,3.54,2.83,64.79,1.35,-3.2,0.35,0.33,,650,0.48,Blue
Emerald,1.58,Ideal,VVS2,55.3,63.44,3.82,6.7,3.56,62.24,1.58,1.98,0.498,0.402,0.414,450,0.53,White
Topaz,1.94,Very Good,SI1,55.76,57.8,6.04,5.24,6.15,60.88,2.74,2.73,0.231,0.438,0.104,450,0.5,White
Sapphire,4.32,Premium,VVS1,56.99,57.23,6.93,3.86,4.5,68.9,1.52,3.99,0.521,0.489,0.123,,0.63,LightYellow
Topaz,2.45,Good,VS2,62.87,67.1,3.26,3.98,3.45,76.09,1.62,1.94,0.161,0.27,0.186,650,0.4,Violet
Emerald,1.22,Fair,VVS1,62.99,67.1,5.55,4.49,4.34,61.99,4.87,2.08,0.598,0.136,0.106,550,0.34,
Topaz,4.69,Very Good,SI2,64.97,68.4,9.77,5.36,5.29,62.12,2.98,-2.67,,0.573,0.359,450,0.41,Violet
Emerald,4.02,Ideal,SI2,57.41,66.46,8.26,6.06,4.78,76.23,1.42,4.46,0.43,0.249,0.239,550,0.69,Violet
,0.47,Fair,SI2,55.6,52.55,5.61,9.7,6.2,66.55,1.21,2.13,0.271,0.376,,600,0.65,Violet
Amethyst,4.99,Ideal,SI1,57.83,51.33,4.83,6.4,6.33,70,3.94,-3.23,0.425,0.394,0.301,450,0.37,Green
Sapphire,3.54,Good,SI2,56.79,51.17,4.98,9.39,5.2,75.62,2.54,1.49,0.551,0.146,0.181,650,0.67,Green
Topaz,0.97,Very Good,SI1,62.1,69.6,8.8,6.82,4.99,68.18,2.14,3.1,0.214,0.462,0.394,700,0.49,Red
Diamond,1.34,Ideal,VS1,64.69,60.02,5.81,4.11,2.06,60.4,3.75,-0.37,0.292,0.183,0.139,450,0.44,FaintYellow
Sapphire,3.52,Fair,IF,57.73,52.3,8.9,8.9,5.53,68.32,3.79,-1.62,0.159,0.475,0.225,400,0.5,White
Topaz,3.94,,VS1,58.29,60.89,9.36,3.12,4.25,77.73,2.44,3.6,0.413,0.188,0.145,650,0.33,White
Ruby,1.35,Premium,SI2,58.51,64.21,6.25,6.95,5.94,62.45,4.8,3.55,0.301,0.255,0.549,,0.42,FaintYellow
Ruby,1.43,Ideal,IF,63.57,51.89,9.62,5.39,6.2,73.52,2.6,2.85,0.51,0.266,,450,0.7,Red
Ruby,1.67,Very Good,SI2,60.78,56.93,5.1,6.07,3.66,69.95,2.52,-2.95,0.161,0.537,0.477,600,0.65,Violet
Amethyst,3.07,,SI2,64.74,53.76,4.82,8.58,6.07,70.64,4.11,0.6,0.168,0.187,0.165,550,0.7,Red
Amethyst,1.02,Premium,VVS2,61.27,69.51,,3.04,4.97,76.6,4.26,-0.6,0.261,0.421,0.487,650,0.62,Blue
Topaz,0.7,Fair,VS2,62.06,56.36,4.72,4.28,3.93,75.72,2.15,1.98,0.26,0.309,0.342,550,0.39,White
Topaz,3.46,Ideal,VVS2,55.89,63.81,8.41,8.69,2.23,79.7,3.76,3.95,0.451,0.232,0.473,650,0.6,FaintYellow
Diamond,3.94,Fair,IF,64.52,68.37,5.83,6.82,5.34,63.36,3.56,-2.53,0.292,0.125,0.344,450,0.34,Green
Ruby,2.6,Ideal,SI1,61.28,67.26,4.04,4.81,6.02,65.07,1.13,-1.9,0.376,0.481,0.186,700,0.55,Red
Topaz,1.95,Ideal,SI2,60.2,57.88,3.75,6.48,4.62,74.93,1.78,-2.64,0.376,0.188,0.165,700,0.66,White
Amethyst,2.27,Ideal,VS1,58.87,56.22,6.43,5.82,3.81,76.78,1.4,2.57,0.217,0.591,0.211,650,0.47,LightYellow
Topaz,2.06,Fair,SI2,55.77,66.18,6.78,8.38,4.03,76.44,4.54,-0.03,0.562,0.325,0.332,400,0.56,Red
Diamond,4.81,Fair,,56.33,54.1,8.56,8.3,5.19,69.13,4.82,-0.24,0.206,0.179,0.347,650,0.62,Violet
Ruby,3.89,Fair,SI2,55.12,64.35,8,6.24,2.89,62.16,4.3,-0.04,0.443,0.132,0.345,700,0.69,Green
Ruby,1.2,Good,SI1,64.99,66.71,4.17,4.93,2.92,67.34,2.24,-1.92,0.331,0.383,0.401,500,0.61,Violet
Amethyst,2.04,Fair,VVS2,62.86,66.98,4.94,3.08,3.56,65.61,4.44,-2.71,0.375,0.285,0.16,700,0.46,FaintYellow
Sapphire,2.81,Premium,SI1,62.97,50.18,7.86,6.31,2.13,70.22,1.23,3.04,0.448,0.379,0.529,400,0.37,FaintYellow
Emerald,3.14,Good,SI1,62.3,60,4.26,7.15,5.01,63.29,3.74,1.3,0.579,0.514,0.532,650,0.57,Blue
Emerald,2.45,Ideal,VVS2,59.84,57.15,,7.24,4.02,72.78,1.5,2.21,0.101,0.455,0.41,650,0.39,Blue
Topaz,4.09,Very Good,VS1,55.88,69.58,7.6,9.08,6.02,79.31,1.05,-2.01,0.46,0.514,0.51,650,0.69,White
Sapphire,3.88,Good,SI2,55.72,60.88,6.75,6.27,4.91,74.71,1.7,-3.28,0.179,0.191,0.199,500,0.61,FaintYellow
Sapphire,2.62,Good,SI1,64.16,58.55,7.51,8.04,5.17,79.68,4.85,-2.29,0.488,0.379,0.349,700,0.57,LightYellow
Emerald,4.3,Ideal,VS1,55,54.89,3.7,3.89,5.02,74.23,4.02,3.93,0.544,0.55,0.166,450,0.62,Red
Emerald,3.81,Fair,SI1,61.99,66.91,6.84,8.35,3.88,74.83,3.07,-1.63,0.368,0.107,0.382,650,0.42,FaintYellow
Diamond,3.94,Fair,SI1,61.29,56.39,6.16,6.12,6.2,70.64,4.75,-4.36,0.334,,0.592,650,0.31,Violet
Ruby,4.79,Good,VVS2,60.01,66.54,6.59,7.86,6.11,78.96,2.66,,0.124,0.163,0.196,650,0.45,White
Amethyst,1.48,Fair,IF,64.75,67.83,5.36,8.85,4.17,67.19,1.16,-1.71,0.524,0.502,0.196,450,0.52,Red
Emerald,1.48,Good,SI2,56.98,51.16,6.28,,5.51,75.28,3.38,-0.21,0.558,0.174,0.506,650,0.63,White
Ruby,4.47,Very Good,IF,62.85,60.2,9.18,7.67,6.43,60.03,4.31,1.89,0.459,0.523,0.302,450,0.68,Green
Amethyst,3.91,Very Good,VS2,61.75,58.41,5.41,3.86,3.49,76.18,2.14,4.55,0.221,0.492,0.233,450,0.32,FaintYellow
Ruby,4.65,Ideal,VVS2,64.74,57.86,3.31,3.78,4.81,65.88,2.27,2.79,0.222,0.476,0.203,450,0.31,Blue
Ruby,0.5,Premium,VS2,64.34,57.43,4.8,4.99,,61.68,3.69,-0.05,0.548,0.397,0.386,400,0.53,Violet
Topaz,3.21,Premium,SI1,56.29,60.64,6.18,3.92,4.43,74.47,4.22,2.73,0.126,0.458,0.363,550,0.41,LightYellow
Topaz,0.89,Fair,VVS2,58.08,52.6,6.73,6.17,6.2,70.44,2.74,-2.61,0.142,0.404,0.559,400,0.64,Violet
Ruby,2.62,Premium,VS2,63.51,67.43,5.99,9.07,2.57,65.73,1.36,3.27,0.407,0.185,0.338,550,0.64,Blue
Emerald,0.95,Very Good,VVS1,57.29,61.16,8.79,3.52,4.32,75.08,3.99,0.52,0.352,0.259,0.393,450,0.69,Blue
Topaz,0.81,Ideal,IF,58.79,56.94,9.41,5.54,2.12,68.52,2.71,3.12,0.117,0.264,0.341,600,0.39,White
Diamond,0.26,Very Good,IF,61.26,54.86,6.41,4.45,3.39,73,4.64,0.73,0.545,0.311,0.527,500,0.33,
Topaz,3.23,Good,VVS1,60.63,62.33,3.53,6.21,5.04,79.96,2.01,-1.68,0.256,0.399,0.161,500,0.66,FaintYellow
Topaz,1.92,Fair,VS1,61.41,65.73,5.95,7.44,5.51,60.08,2.85,-3.91,0.233,0.174,0.317,400,0.57,Blue
Amethyst,0.7,Fair,VVS1,62.13,58.82,4.27,8.97,5.84,76.96,3.83,-0.35,0.544,0.576,0.534,650,0.66,White
Topaz,1.75,Premium,SI2,62.29,69.69,4.98,3.16,2.34,71.17,1.98,2.37,0.415,0.142,0.119,550,0.61,White
Diamond,1.01,Good,IF,62.38,60.71,8.83,6.98,2.83,67.44,1.91,-2.04,0.301,0.358,0.477,550,0.53,Red
Emerald,4.72,Premium,SI2,64.92,69.58,6.75,7.83,3.81,79.03,3.91,-2.04,0.309,0.119,0.23,550,0.45,White
Ruby,1.74,Premium,VVS2,58.57,69.25,8.8,3.94,3.72,78.78,1.72,2.69,0.35,0.241,0.489,550,0.51,FaintYellow
Sapphire,1.8,Premium,VS2,55.44,61.99,9.9,9.56,3.14,61.21,1.48,-3.13,0.335,0.373,0.396,450,0.48,White
Diamond,4.23,Good,IF,58.49,61.63,6.82,3.57,6.22,73.92,2.04,-0.93,0.14,0.422,0.303,600,0.52,LightYellow
Sapphire,3.31,Premium,SI2,64.12,52.11,9.39,5.24,4.4,72.06,4.28,1.18,0.57,0.323,0.492,500,0.65,Red
Emerald,3.61,Fair,VVS1,55.83,68.59,7.78,4.67,4.96,73.56,4.46,-1.3,0.19,0.417,0.22,500,0.43,LightYellow
Diamond,3.25,Premium,VVS2,61.47,66.06,3.71,3.47,5.37,78.97,1.42,4.64,0.138,0.367,0.302,400,0.39,Red
Sapphire,4.74,Good,IF,59.23,60.01,5.93,7.9,4.45,79.81,1.44,4.2,0.14,0.211,0.163,600,0.31,Red
Diamond,1.19,Good,VVS1,64.22,56.13,7.61,6.58,5.75,64.9,4.35,4.49,0.413,0.267,0.191,650,0.44,LightYellow
Sapphire,4.95,Very Good,SI2,64.29,66.77,7.94,5.99,6.43,65.88,4.78,4.82,0.54,0.105,0.355,600,0.33,Red
Ruby,4.19,Premium,IF,62.85,55.83,9.02,4.4,3.76,74.7,2.92,4.73,0.439,0.109,0.222,400,0.6,White
Ruby,3.03,Good,VVS1,55.99,60.84,7.46,6.1,4.9,74.05,4.4,-1.84,0.276,0.298,0.173,700,0.32,LightYellow
Sapphire,3.38,Premium,SI1,55.25,53.98,,9.31,3.43,62.92,4.56,0.28,0.366,0.326,0.317,650,0.57,Violet
Amethyst,3.31,Ideal,VVS1,56.37,66.09,4,5.49,2.31,78.97,2.44,2.84,,0.518,0.187,600,0.62,Violet
Emerald,0.48,Fair,IF,58.22,65.06,5.3,6.56,2.12,76.12,3.02,2.2,0.154,0.115,0.54,650,0.35,Red
Sapphire,1.25,Fair,VVS2,57.41,55.84,,9.5,3.05,66.63,3.28,-2.38,0.145,0.174,0.544,400,0.6,Green
Topaz,4.82,Premium,IF,58.7,52.35,4.55,7.84,2.73,71.61,4.1,-1.37,0.444,0.321,0.554,,0.6,LightYellow
Topaz,2.76,Fair,IF,56.43,53.54,7.32,3.29,5.25,74.48,2.84,4.38,0.311,0.197,0.581,400,0.42,LightYellow
Amethyst,2.02,Fair,SI1,62.53,62.33,6.01,5.33,4.09,77.65,3.03,4.33,0.414,0.509,0.223,650,0.43,Green
Emerald,3.86,Ideal,VVS2,63.45,53,7.79,9.83,4.43,79.79,1.3,2.26,0.437,0.455,0.383,600,0.69,Red
Amethyst,,Fair,SI1,59.88,56.4,5.71,9.06,2.37,74.14,1.22,-4.93,0.579,0.579,0.248,650,0.41,FaintYellow
Emerald,0.26,Fair,IF,64.57,66.78,4.92,9.18,2.09,71.71,3.96,0.16,0.279,0.202,0.187,600,0.55,Green
Topaz,3.73,,SI1,56.2,51.64,6.85,9.54,3.96,79.13,2.93,-2.9,0.199,0.274,0.236,550,0.44,LightYellow
Diamond,3.71,Fair,VS2,56.06,61.62,3.68,7.43,3.15,70.32,1.36,2.75,0.165,0.266,0.262,500,0.63,Blue
Amethyst,0.99,Premium,VS2,57,58,9.92,8.46,4.8,64.56,1.96,-4.19,0.109,0.323,0.33,500,0.39,LightYellow
Diamond,4.79,Fair,VS2,64.82,52.41,7.59,7.57,4.3,61.89,3.71,3.08,0.176,0.157,0.175,600,0.43,Red
Topaz,1.27,Premium,VVS1,59.16,60.19,3.86,6.7,5.73,63.17,3.02,-1.94,0.446,0.473,0.137,450,0.49,LightYellow
Diamond,2.4,Fair,VS1,64.24,60.33,,6.64,5.77,71.84,4.18,-1.28,0.315,0.12,0.295,500,0.48,Blue
Sapphire,0.75,Premium,SI2,57.02,57.56,3.52,3.09,4.42,73.45,2.57,1.94,0.537,0.435,0.385,500,0.64,Violet
Diamond,3.1,Fair,SI1,63.46,51.11,6.54,4.62,6.08,75.48,1.46,-2.71,0.107,0.359,0.507,450,0.5,Red
Topaz,2,Premium,IF,58.1,54.14,5.04,3.2,6.2,66.05,2.07,3.42,0.565,0.525,0.349,700,0.51,Violet
Sapphire,1.9,Fair,VS1,62.34,58.09,7.91,6.15,3.1,,1.44,4.3,0.126,0.25,0.449,650,0.6,Blue
Ruby,4.17,Ideal,SI1,64.74,55.54,6.41,8.05,6.4,75.94,2.92,4.88,0.591,0.286,0.531,600,0.56,FaintYellow
Emerald,0.25,Good,VS2,64.33,53.21,8.5,9.57,6.44,62.91,2.9,1.93,0.152,0.239,0.438,500,0.61,LightYellow
Amethyst,4.03,Good,,63.31,59.74,4.61,3.1,2.29,77.22,1.3,0.61,0.204,0.222,0.19,650,0.39,Violet
Sapphire,2.94,Good,VVS2,55.5,57.95,7.59,6.43,2.01,65.65,1.77,3.91,0.462,0.361,0.421,550,0.51,Blue
Amethyst,4.93,Good,VS2,61.08,63.3,7.81,7.9,2.26,69.2,4.88,-2.17,0.294,0.281,0.59,450,0.52,LightYellow
Sapphire,3.03,Ideal,SI2,63.35,61.21,6.34,7.67,3.57,64.54,4.93,0.33,0.567,0.416,0.508,550,0.68,LightYellow
Topaz,0.47,Ideal,IF,58.99,53.39,9.01,8.27,5.64,62.9,,-2.83,0.156,0.526,0.373,650,0.38,Green
Diamond,0.44,Fair,VS1,62.31,63.75,4.03,8.92,4.27,75.11,1.58,-1.74,0.467,0.311,0.543,650,0.64,Blue
Amethyst,4.44,Ideal,VS1,56.38,59.31,8.31,9.4,3.33,75.88,1.75,2.02,0.371,0.245,0.127,450,0.66,White
Amethyst,4.24,Good,SI1,56.77,52.27,3.92,4.26,2.25,66.5,1.33,-4.03,0.529,0.339,0.49,500,0.52,LightYellow
Amethyst,1.86,Very Good,VVS1,61.44,50.37,4.1,9.69,3.78,78.03,1.34,-0.14,0.156,0.467,0.418,650,0.51,White
Amethyst,3.17,Fair,VVS2,59.37,62.53,4.41,8.64,2.16,73.57,1.77,3.41,0.552,0.427,0.191,700,,White
Sapphire,2.55,Premium,SI2,57.18,62.37,7.63,9.3,2.78,70.47,2.88,-0.04,0.118,0.158,0.49,700,0.47,Red
Emerald,4.84,Good,VS2,57.83,66.41,7.47,5.4,5.95,76.97,3.85,-2.59,0.541,0.203,0.567,700,0.36,Green
Sapphire,4.76,Good,SI2,61.19,65.25,6.12,9.99,5.43,77.55,1.63,-1.45,0.578,0.268,0.477,400,0.59,LightYellow
Amethyst,4.92,Good,SI2,62.25,67.55,5.2,3.09,6.48,71.99,2.67,0.79,0.149,0.4,0.45,600,0.34,Green
Topaz,4.36,Ideal,VVS2,,55.85,7.29,9.09,6.02,71.69,1.34,1.23,0.282,0.449,0.475,600,0.41,FaintYellow
Sapphire,4.57,Premium,IF,64.55,58.26,4.01,7.75,5.85,73.69,3.49,-4.92,0.532,0.46,0.156,500,0.46,LightYellow
Topaz,1.24,Fair,VVS1,55.08,51.24,7.4,3.96,2.79,71.38,2.72,-3.21,0.273,0.591,0.546,400,0.39,FaintYellow
Amethyst,4.19,Good,VS2,62,58.23,3.08,8.82,4.92,71.58,4.2,1.92,0.219,0.136,0.413,450,0.54,White
Sapphire,3.6,Premium,IF,57.91,54.4,4.01,8.55,4.7,71.96,4.53,-4.17,0.196,0.28,0.243,450,0.34,Green
Ruby,4.82,Very Good,VVS2,59.79,66.11,7.96,6.78,6.13,66.44,1.97,3.51,0.417,0.233,0.137,650,0.33,FaintYellow
Topaz,2.94,,VVS1,60.7,63.13,9.12,7.44,,75.07,2.6,-1.95,0.186,0.112,0.481,550,0.67,White
Topaz,0.61,Good,VS2,60.62,65.63,3.53,3.89,5.49,67.16,2.99,2.88,0.171,0.599,0.428,600,0.64,Violet
Topaz,3.07,Premium,VVS2,62.76,61.85,7.47,6.21,3.46,72.95,4.99,3.42,0.178,0.326,0.432,550,0.38,Green
Topaz,3.5,Premium,VS2,63.24,61.96,3.43,3.28,2.56,74.53,4.66,4.38,0.434,,0.331,400,0.42,Green
Amethyst,1.26,Good,,55.73,54.7,9.15,7.04,3.66,71.14,4.88,2.09,0.512,0.366,0.53,500,0.54,Violet
Amethyst,2.09,Premium,VVS1,62.03,63.4,5.74,6.16,2.94,64.66,2.86,3.62,0.527,0.464,0.551,450,0.67,FaintYellow
Sapphire,3.07,Premium,VVS1,58.99,52.88,8.19,3.6,,71.57,5,-2.27,0.482,0.558,0.382,450,0.63,Green
Amethyst,2,Fair,VVS2,63.19,55.52,4.21,5.88,4.07,76.34,1.13,-4.84,0.268,0.435,0.495,400,0.36,White
Amethyst,2,Ideal,VS2,61.09,53.6,9.03,6.07,3.05,61.6,4.87,1.79,0.129,0.525,0.494,450,0.48,Red
Amethyst,0.84,Fair,VS1,55.1,68.99,6,8.16,4.96,73.17,1.77,-2.44,0.435,0.116,0.44,650,0.66,FaintYellow
Diamond,4.72,,IF,61.66,67.96,4.46,3.37,2.31,62.17,4.92,2.5,0.513,0.201,0.295,500,,Blue
Emerald,3.8,Ideal,VVS1,64.26,,,7.3,6.13,72.95,2.82,-1.25,0.476,0.342,0.296,650,0.61,Red
Amethyst,0.21,Fair,VS2,55.83,69.2,5.02,6.59,4.6,65.58,3.32,2.68,0.526,0.522,0.208,400,0.65,
Ruby,3.87,Good,VVS2,,62.25,5.01,4.92,4.07,77.81,4.63,2.62,0.403,0.352,0.118,600,0.65,FaintYellow
Emerald,3.75,Premium,SI2,61.26,,3.8,8.21,3.12,67.92,4.94,-0.58,0.513,0.309,0.282,550,0.39,LightYellow
Emerald,0.25,Very Good,VVS2,56.96,55.84,4.5,6.94,4.47,67.7,1.69,3.59,0.385,0.311,0.43,600,0.52,Red
Diamond,1.97,Fair,VVS1,61.51,57.7,8.59,6.64,3.29,77.07,3.44,-0.31,0.109,0.103,0.302,450,0.34,Red
Diamond,3.11,Fair,SI1,,59.34,6.67,9.67,3.78,79.26,3.77,4.59,0.218,0.208,0.414,700,0.67,Green
Sapphire,2.37,Good,VVS1,64.06,51.79,5.48,8.7,6,60.57,3.83,-4.6,0.359,0.103,0.513,550,0.58,White
Amethyst,3.93,Premium,SI2,62.63,66.49,9.51,4.45,2.87,69.81,1.84,0.42,0.163,0.517,0.375,450,0.31,Green
Ruby,2.24,Fair,SI1,64.41,52.38,8.58,5.72,3.57,71.32,,-4.81,0.409,0.489,0.302,650,0.31,Red
Amethyst,0.94,Very Good,VS1,59.18,65.99,5.17,7.64,4.95,78.53,2.5,-1.85,0.119,0.123,0.118,600,0.3,White
Topaz,4.89,Premium,VVS2,55.34,68.45,3.78,6.85,5.26,71.89,4.25,-0.38,0.312,0.116,0.293,600,0.62,Green
Emerald,1.36,Fair,VS2,58.42,61.36,4.29,6.01,2.52,71.55,4.88,-3.29,0.458,0.397,0.407,400,0.35,FaintYellow
Topaz,3.64,Fair,SI1,60.16,,7.73,9.87,6.21,74.79,2.78,3.14,0.183,0.465,0.536,450,,FaintYellow
Diamond,0.89,Ideal,IF,64.36,58.73,6.94,4.16,2.12,75.82,4.66,-0.81,0.389,0.135,0.244,,0.47,LightYellow
Diamond,1.78,Ideal,IF,63.83,52.78,9.87,5.37,2.3,69.37,3.89,-3.56,0.352,0.12,0.283,400,0.67,Blue
Emerald,2.32,Fair,VS1,60.94,52.38,3.09,5.77,5.43,63.22,1.47,-2.08,0.471,0.161,0.298,400,0.62,Green
Ruby,1.12,Good,SI1,62.3,65.12,9.14,3.48,5.47,77.11,2.38,-3.66,0.515,0.529,0.492,600,,Blue
Amethyst,2.36,Ideal,SI1,64.54,57.86,3.1,6.28,5,63.3,3.98,0.43,0.317,0.292,0.452,500,0.6,LightYellow
Amethyst,0.95,Fair,VS2,63.51,50,5.97,6.67,4.35,79.6,2.79,-0.32,0.596,0.237,0.149,450,0.33,FaintYellow
Sapphire,2.88,Premium,IF,61.59,50.97,9.42,,3.3,67.26,3.62,-2.89,0.162,0.2,0.251,600,0.53,Violet
Emerald,3.39,Very Good,IF,60.4,66.36,7.61,9.73,5.78,79.03,4.04,4.72,0.559,0.433,0.55,450,0.33,Blue
Diamond,0.5,Ideal,SI2,59.76,62.39,7.08,6.75,5.14,74.03,4.92,1.6,0.339,0.544,0.462,700,0.36,FaintYellow
Sapphire,4.38,Fair,VS2,62.57,66.89,5.19,7.07,6.36,77.3,4.67,-1.8,0.535,0.513,0.516,500,0.51,Violet
Sapphire,1.09,Ideal,SI2,63.09,55.47,9.76,9.26,4.04,78.85,2.38,-1.32,0.488,0.138,0.418,650,0.41,FaintYellow
Sapphire,1.28,Premium,SI1,57.18,56.29,4.18,4.92,4.12,73.39,4.21,4.42,0.354,0.205,0.512,700,0.51,LightYellow
Diamond,3.37,Good,VS2,59.74,62.34,4.89,7.44,5.56,75.61,2.49,0.78,0.399,0.449,0.472,600,0.66,Blue
Sapphire,2.45,Fair,VVS1,62.71,63.3,6.17,6.14,6.47,64.06,3.59,-3.88,0.24,0.501,0.48,500,0.61,Blue
Emerald,2.6,Premium,IF,61.76,50.53,3.88,5.6,6.03,67.64,1.25,3.06,0.388,0.226,0.338,500,0.41,White
Sapphire,0.82,Very Good,SI1,60.92,68.14,5.96,5.64,3.34,68.01,4.14,3.79,0.341,0.277,0.395,700,0.36,Violet
Sapphire,4.07,Fair,IF,58.24,65.98,3.28,3.17,6.29,63.42,4.96,1.5,0.225,0.585,0.434,650,0.64,Red
Sapphire,3.16,Very Good,SI2,61.09,,9.47,8.75,2.89,71.21,3.16,,0.225,0.392,0.162,600,0.36,FaintYellow
Diamond,0.85,Good,VS1,61.12,50.21,5.25,7.1,3.9,74.92,4.73,-2.05,0.221,0.548,0.553,600,0.5,FaintYellow
Emerald,2,Fair,VVS1,59.32,65.38,7.44,9.53,5.99,65.04,4.49,2.32,0.437,0.298,0.253,500,0.34,White
Topaz,4.09,Fair,VVS1,64.6,68.06,9.09,8.92,3.41,74.53,1.05,-2.47,0.315,0.211,0.236,450,0.63,Green
Emerald,2.93,Premium,IF,61.53,56.44,8.73,9.89,3.59,76.51,1.36,,0.507,0.54,0.339,550,0.42,FaintYellow
Amethyst,0.72,Ideal,VVS2,63.51,56.42,9.11,3.24,6.48,60.3,2.75,-2.17,0.422,0.109,0.446,600,0.53,Violet
Emerald,1.99,Fair,VVS2,56.29,60.29,8.04,7.54,4.03,76.8,2.06,-3.98,0.325,0.506,0.411,400,0.69,Violet
Ruby,1.36,Good,SI2,62.57,63.49,4.36,9.68,6.26,64.34,2.61,-0.46,0.428,0.423,0.357,500,0.36,LightYellow
Topaz,2.68,Fair,VS2,61.02,62.95,5.57,8.38,3.23,60.34,3.04,1.27,0.515,0.292,0.148,550,0.52,FaintYellow
Ruby,4.25,Fair,VVS1,58.08,65.05,6.58,5.22,4.25,76.03,2.91,-2.11,0.546,0.326,0.577,550,0.35,
